artist rymrat prat reviews
Entombed 3.81 4,358 129
Magma 3.85 3,196 83
Nico 3.80 3,745 159
"Ice Cube" 3.82 3,701 103
"LaSalle Quartett" 3.87 2,509 113
"近藤浩治 " 3.96 427 19
"The Pogues" 3.95 538 12
"Junior Wells' Chicago Blues Band" 3.88 2,848 100
Ramones 3.91 1,246 57
"The United States of America" 3.91 738 19
"Various Artists" 3.83 3,953 164
"Various Artists" 3.93 1,348 49
"Van Morrison" 3.93 1,209 29
Parliament 3.91 2,085 76
Vektor 3.91 1,684 60
U2 3.85 2,680 145
"Mount Eerie" 3.75 8,346 416
"Freddie Gibbs" 3.74 6,196 222
"The Seatbelts" 3.76 6,083 144
"Dream Theater" 3.92 1,754 63
"BBC Symphony Orchestra" 3.69 8,151 411
Oasis 3.97 362 9
"Tame Impala" 3.95 390 4
Soundgarden 3.68 12,460 608
"Big Star" 3.65 10,290 258
"近藤浩治 " 3.79 6,259 235
"Pescado Rabioso" 3.87 3,770 137
"Jacques Brel" 3.93 874 37
"Buena Vista Social Club" 3.89 1,463 53
Magazine 3.92 797 16
"Nick Cave & The Bad Seeds" 3.85 4,007 107
"Albert Ayler Trio" 3.84 3,761 110
Gas 3.84 4,240 124
"Art Blakey & The Jazz Messengers" 3.83 3,134 94
"Roxy Music" 3.80 3,736 98
Carcass 3.93 1,058 35
"Philip Glass" 3.82 4,615 178
"Death Grips" 3.85 3,172 115
"The Doors" 3.86 2,263 66
"The Roots" 3.79 5,982 92
"Bolt Thrower" 3.75 7,932 254
"Johnny Cash" 3.86 2,966 86
"Max Roach" 3.89 1,967 70
"椎名林檎 " 3.89 2,768 88
"Peter Gabriel" 3.88 1,680 37
"Manuel Göttsching" 3.85 2,097 80
Godflesh 3.88 2,240 88
